tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-27 19:38:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Technical Program Manager II,130000,USD,US,Massachusetts,Cambridge,5-7 years,5-7 years,College degree
2021-04-27 19:39:00,25-34,Woman,White,Law,Associate Attorney,90000,USD,US,Maryland,Bethesda,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)"
2021-04-27 19:39:00,35-44,Woman,White,Pharmaceutical,Principal Project Data Manager,124000,USD,US,North Carolina,Triangle,21 - 30 years,11 - 20 years,College degree
2021-04-27 19:39:00,25-34,Man,White,Social Work,Mental health outpatient therapist ,85000,USD,US,Minnesota,Minneapolis ,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 19:39:00,65 or over,Woman,White,Computing or Tech,Technical writer,129000,USD,US,California,Sunnyvale,41 years or more,21 - 30 years,College degree
2021-04-27 19:39:00,35-44,Woman,White,Nonprofits,"Director, Development",125000,USD,US,New York,New York,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:39:00,25-34,Woman,White,Business or Consulting,"Manager, strategy",120000,USD,US,Georgia,Alpharetta ,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:40:00,25-34,,,Recruitment or HR,HR Assistant,67600,USD,US,Hawaii,Honolulu,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 19:40:00,25-34,Woman,White,Engineering or Manufacturing,Senior Software Engineer,101500,USD,US,Arizona,Scottsdale,5-7 years,5-7 years,College degree
2021-04-27 19:40:00,35-44,Woman,White,Engineering or Manufacturing,Structural engineer ,110000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 19:40:00,45-54,Man,White,Computing or Tech,Staff Software Engineer,150000,USD,US,South Dakota,metro,21 - 30 years,21 - 30 years,College degree
2021-04-27 19:40:00,25-34,Woman,White,Law,Paralegal / Legal Secretary,39520,USD,US,Oregon,Portland,5-7 years,5-7 years,College degree
2021-04-27 19:40:00,45-54,Woman,Another option not listed here or prefer not to answer,Law,Paralegal,90000,USD,US,North Carolina,Charlotte,31 - 40 years,11 - 20 years,College degree
2021-04-27 19:40:00,35-44,Woman,Black or African American,Government and Public Administration,Biologist,103630,USD,US,Maryland,Silver Spring,11 - 20 years,5-7 years,Master's degree
2021-04-27 19:40:00,25-34,Woman,Asian or Asian American,Health care,Physician ,300000,USD,US,Pennsylvania,Pittsburgh,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 19:40:00,45-54,Woman,White,Health care,Corporate Manager,130000,USD,US,Massachusetts,Boston,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 19:41:00,45-54,Man,White,Computing or Tech,Desktop Support,50000,USD,US,Texas,Galveston,8 - 10 years,5-7 years,College degree
2021-04-27 19:41:00,25-34,Woman,White,Business or Consulting,consultant / project manager,103000,USD,US,California,San Francisco,8 - 10 years,5-7 years,College degree
2021-04-27 19:41:00,35-44,Woman,Native American or Alaska Native,Agriculture or Forestry,Customer Service,29000,USD,US,Louisiana,Metairie,21 - 30 years,1 year or less,Some college
2021-04-27 19:41:00,25-34,Woman,White,Law,Paralegal,53000,USD,US,California,Los Angeles,8 - 10 years,5-7 years,College degree
2021-04-27 19:41:00,35-44,Woman,White,Law,freelance / contract attorney,80000,USD,US,New York,NYC,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-27 19:41:00,25-34,Woman,White,Nonprofits,Program Manager,90410,USD,US,California,Oakland,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:41:00,25-34,Woman,White,Property or Construction,Project Coordinator,69000,USD,US,Massachusetts,Marlborough,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:41:00,45-54,Woman,White,Social Work,Clinician ,56000,USD,US,Massachusetts,Milford ,21 - 30 years,2 - 4 years,Master's degree
2021-04-27 19:42:00,35-44,Woman,White,"Marketing, Advertising & PR",Executive Vice President ,225000,USD,US,New York,New York,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:42:00,35-44,Woman,Asian or Asian American,Transport or Logistics,Chassis Maintainer,66850,USD,US,New York,New York ,11 - 20 years,2 - 4 years,College degree
2021-04-27 19:42:00,18-24,Man,White,Engineering or Manufacturing,Aerospace Engineer,75000,USD,US,Maryland,Columbia,2 - 4 years,2 - 4 years,College degree
2021-04-27 19:42:00,35-44,Woman,White,"Accounting, Banking & Finance",Project Accountant,82000,USD,US,California,San Francisco,8 - 10 years,5-7 years,College degree
2021-04-27 19:42:00,25-34,Woman,Black or African American,Government and Public Administration,Policy Analyst,90848,USD,US,Washington,Seattle,8 - 10 years,5-7 years,College degree
2021-04-27 19:42:00,25-34,Woman,White,Health care,Nurse practitioner,92600,USD,US,New York,Rochester,11 - 20 years,2 - 4 years,Master's degree
2021-04-27 19:42:00,25-34,Woman,White,Computing or Tech,Senior Product Marketing Manager,140000,USD,US,California,San Jose,5-7 years,2 - 4 years,College degree
2021-04-27 19:42:00,35-44,,White,Education (Primary/Secondary),Teacher ,98000,USD,US,New York,NYC,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 19:42:00,35-44,Woman,White,Insurance,Claims Manager (Auto Insurance),95000,USD,US,Oklahoma,Oklahoma City,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:43:00,35-44,Woman,White,Education (Primary/Secondary),Director of Annual Giving,91929,USD,US,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 19:43:00,45-54,Woman,White,Computing or Tech,"Director, SW Engineering",165000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 19:43:00,45-54,Woman,White,Education (Higher Education),Library manager,55000,USD,US,Oregon,Eugene,21 - 30 years,21 - 30 years,College degree
2021-04-27 19:44:00,35-44,Woman,White,Agriculture or Forestry,Agriculturist,120000,USD,US,Maryland,Riverdale,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:44:00,35-44,Woman,White,Nonprofits,Senior director of individual giving,130000,USD,US,District of Columbia,Washington,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 19:44:00,45-54,Man,White,Entertainment,Musician,42000,USD,US,Ohio,Cleveland,21 - 30 years,21 - 30 years,Some college
2021-04-27 19:44:00,45-54,Other or prefer not to answer,Another option not listed here or prefer not to answer,Business or Consulting,Director,175000,USD,US,Florida,Miami ,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-27 19:45:00,25-34,Woman,Black or African American,Nonprofits,Project Manager ,62000,USD,US,New York,New York ,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:45:00,55-64,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Technical Project Manager,92000,USD,US,California,Oakland,31 - 40 years,31 - 40 years,College degree
2021-04-27 19:45:00,35-44,Woman,White,Education (Primary/Secondary),Data Analyst,59000,USD,US,Tennessee,Memphis,11 - 20 years,5-7 years,Master's degree
2021-04-27 19:45:00,45-54,Woman,White,Education (Primary/Secondary),teacher (high school),75000,USD,US,Georgia,Decatur,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 19:46:00,35-44,Woman,Another option not listed here or prefer not to answer,Law,Public Defender ,60000,USD,US,Ohio,Cincinnati,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 19:47:00,45-54,Woman,White,Entertainment,Director of Ticketing and Box Office,96000,USD,US,Nevada,Las Vegas,31 - 40 years,11 - 20 years,Master's degree
2021-04-27 19:47:00,45-54,Woman,White,Education (Primary/Secondary),Executive Director,98000,USD,US,Louisiana,Baton Rouge,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 19:47:00,25-34,Woman,White,Nonprofits,STEM Education Manager,44000,USD,US,Texas,San Antonio ,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 19:47:00,35-44,Woman,White,"Accounting, Banking & Finance",Client Service Associate,53045,USD,US,Illinois,Downers Grove,11 - 20 years,2 - 4 years,College degree
2021-04-27 19:48:00,35-44,Woman,White,Sales,SVP sales engineering,300000,USD,US,District of Columbia,Washington dc,11 - 20 years,11 - 20 years,College degree
2021-04-27 19:48:00,25-34,Woman,White,Computing or Tech,Product Manager,80000,USD,US,Oregon,Portland,2 - 4 years,2 - 4 years,College degree
2021-04-27 19:48:00,35-44,Woman,White,Health care,Occupational Therapist,88500,USD,US,Virginia,Leesburg,11 - 20 years,5-7 years,Master's degree
2021-04-27 19:49:00,25-34,Woman,White,Engineering or Manufacturing,Associate Production Planning Manager,67000,USD,US,New York,Queens,5-7 years,5-7 years,Master's degree
2021-04-27 19:49:00,45-54,Woman,White,Nonprofits,Vice president,92000,USD,US,New York,New York,21 - 30 years,21 - 30 years,College degree
2021-04-27 19:49:00,25-34,Woman,White,Nonprofits,Prospect Research Associate,62593,USD,US,District of Columbia,Washington DC,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 19:49:00,25-34,Non-binary,White,Nonprofits,Marketing and Communications Associate,40000,USD,US,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree
2021-04-27 19:49:00,35-44,Woman,White,Hospitality & Events,Regulatory Compliance Manager,85000,USD,US,California,Redding CA,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:49:00,35-44,Man,White,Computing or Tech,senior software engineer,180000,USD,US,California,Sunnyvale,11 - 20 years,8 - 10 years,PhD
2021-04-27 19:50:00,55-64,Woman,White,Education (Higher Education),Marketing Specialist,51490,USD,US,Arizona,Tucson,31 - 40 years,31 - 40 years,Master's degree
2021-04-27 19:50:00,25-34,Woman,White,Sales,Customer Service Supervisor,55000,USD,US,New Hampshire,Nashua,11 - 20 years,8 - 10 years,College degree
2021-04-27 19:50:00,25-34,Woman,White,Media & Digital,Podcast producer ,105000,USD,US,New York,NYC,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:50:00,45-54,Woman,White,Business or Consulting,"Senior Vice President, Diversity Equity & Inclusion",195000,USD,US,Virginia,Washington DC,21 - 30 years,5-7 years,PhD
2021-04-27 19:50:00,35-44,Woman,White,Education (Primary/Secondary),4th grade teacher,74000,USD,US,Massachusetts,Northampton,11 - 20 years,11 - 20 years,
2021-04-27 19:50:00,25-34,Woman,White,Computing or Tech,"Environmental Health and Safety, and Emergency Management Lead",134000,USD,US,California,San Francisco,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:50:00,45-54,Woman,White,Academia or Research,Senior scientist,131000,USD,US,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,PhD
2021-04-27 19:50:00,25-34,Woman,White,Utilities & Telecommunications,Video Interpreter,43000,USD,US,Washington,Vancouver ,2 - 4 years,2 - 4 years,College degree
2021-04-27 19:51:00,25-34,Woman,White,Nonprofits,"Manager, Investment Analytics",80000,USD,US,California,Los Angeles,5-7 years,5-7 years,Master's degree
2021-04-27 19:51:00,25-34,Woman,White,Computing or Tech,Software Engineer,150000,USD,US,California,Bay Area,8 - 10 years,8 - 10 years,College degree
2021-04-27 19:51:00,45-54,Woman,White,Utilities & Telecommunications,Sr. EA,140000,USD,US,New Jersey,"Holmdel, NJ",21 - 30 years,21 - 30 years,High School
2021-04-27 19:51:00,25-34,Woman,White,Computing or Tech,Content Developer,86000,USD,US,Washington,Seattle,5-7 years,2 - 4 years,College degree
2021-04-27 19:51:00,25-34,Non-binary,White,Engineering or Manufacturing,Wax Cell Operator C,31262,USD,US,New Hampshire,Milford,5-7 years,2 - 4 years,Some college
2021-04-27 19:51:00,35-44,Woman,White,Nonprofits,Donor relations & Program coordination,30000,USD,US,Arizona,Tucson,11 - 20 years,8 - 10 years,Some college
2021-04-27 19:51:00,35-44,Woman,White,Insurance,Claims Representative,55300,USD,US,New York,Long Island,8 - 10 years,2 - 4 years,College degree
2021-04-27 19:52:00,25-34,Woman,White,Education (Primary/Secondary),Elementary Special Education Teacher,38600,USD,US,Mississippi,Ethel,8 - 10 years,5-7 years,College degree
2021-04-27 19:52:00,35-44,Woman,White,Computing or Tech,Technical editor,125000,USD,US,California,Santa Clara,11 - 20 years,5-7 years,PhD
2021-04-27 19:52:00,35-44,Woman,White,Health care,client care representative ,43680,USD,US,Kentucky,Lexington,11 - 20 years,5-7 years,College degree
2021-04-27 19:52:00,65 or over,Woman,Another option not listed here or prefer not to answer,Health care,Nurse practitioner ,208000,USD,US,Kentucky,Many,31 - 40 years,5-7 years,Master's degree
2021-04-27 19:53:00,35-44,Woman,White,Education (Higher Education),Instructor,84000,USD,US,Nebraska,Omaha,11 - 20 years,8 - 10 years,PhD
2021-04-27 19:53:00,25-34,Woman,Asian or Asian American,"Marketing, Advertising & PR",Graphic Design Supervisor,83000,USD,US,Arizona,Gilbert,11 - 20 years,11 - 20 years,College degree
